10.0 735.2439463386462 10.0 0.6490073387757415 3.476481814268122e-19 0.11290119735947826 37.18399565874899 32.11613669574534 32.838941361090406 2.776863134418205e+45 8.547404076373614e+46 3.0283507578961403e+46 1.1972892242349486e+45 205676.2254669653 18258.892466492198 -20551.257108330403 4.289065862439372 1.1250008819513049 3.8437530133336395 34344.0 0.38678843796286333 117513.59714026954 23366.010602516195 3.185615793942379e+35 90865.93891742703 46894.6745176034 209464.17925718054 2.623189712549793e-21 1.272200482249042e-20 1.0 1.0 1.0 0.00029026908344212984 0.0014077535687577738 6.603219907147141e-10 5.754654223900968e-11 3.068783916416333e-17 0.40079607365595576
15.0 136.3335451970514 3.0 0.4358187154500823 2.1288370835114647e-19 0.1442770704356105 37.36570721702914 32.316730168774605 29.94563457117158 2.6589698275750155e+44 4.376435261542499e+45 1.2751581876805417e+45 2.2697039105965474e+44 223847.93612844628 44047.48265900758 8421.748417377632 1.656251298428316 1.242188473821237 1.656251298428316 9948.0 0.3521256635462922 55999.14923246531 23625.662742198583 5.338370741651164e+34 59896.139155079356 42603.79069951136 181787.78997742198 4.008456815335441e-21 1.6758939987889634e-20 1.0 0.4811742266737546 0.5228921034298194 0.00010202196390046443 0.00042654319335892505 2.0880740177158978e-10 6.623333651473729e-11 2.879749922895912e-18 0.4039875962599176
1.0 13.366532204287886 16.0 0.25101955527335584 1.0923288627621804e-19 0.20141500624274844 35.680991612444075 30.610940660752817 33.131244349635764 1.3112298119518379e+43 7.303833608902926e+43 2.1078230791875184e+43 2.3647278680883224e+43 84934.00187310381 55855.96956077588 33167.1968979624 0.9687507594580822 1.2500009799458986 0.6250004899729475 1352.0 0.4681175769080692 22993.6790123189 24354.654414667228 3.838276917298041e+33 28267.483754595774 38281.10937791154 94405.11528581013 7.966290221632219e-21 1.7935849472405326e-20 0.6707609781544672 0.1629737067561938 0.228373671669742 2.0852333464081146e-05 4.694836664932975e-05 5.388976086044369e-11 3.549908690491137e-11 2.5410496546999637e-19 0.7918828753406435
23.0 10.502471879827365 19.0 0.20674795139415408 1.5361202352408453e-19 0.1698462347766265 36.4684948750547 32.83964977285689 34.08243519085901 1.425023351295565e+43 5.474730789166064e+43 2.0819899293860296e+43 1.8048139639315626e+43 154538.79495778304 -107410.21849923587 33842.02745762427 0.226562677615199 0.35156277560978566 0.4687503674797142 1066.0 0.6405818689060688 25780.6765274319 24003.314683102315 3.3151896555834527e+33 32060.724823689536 35142.47191335936 117875.90414797986 1.2984999102866245e-20 2.2694168340946836e-20 0.45007418891290674 0.1403985476740296 0.15928234264567384 1.9879851119260235e-05 3.474445275809576e-05 1.0482103539920446e-10 9.021152036301893e-11 4.731562525619374e-19 0.9702444648282474
4.0 8.942523322754429 18.0 0.13967268505310904 4.2421201302390027e-19 0.10220615426783346 36.32655465840761 31.178095181448803 32.9040742767268 8.517402167300912e+42 5.875294078521541e+43 6.293964071304426e+43 1.4949385234945194e+43 96121.41779714456 92528.41937705068 79797.45093880172 0.21093766536586855 0.14062511024391355 0.09375007349594 360.0 1.2162292121099516 48577.24159042465 23674.5856747437 2.601759524772858e+33 33557.94472918787 34815.54296799969 88161.6737223268 1.3817998351076638e-20 2.480887602422037e-20 0.26816588674898234 0.12316807963507391 0.1459109407298504 1.4042991505906944e-05 2.5212829414766867e-05 2.0319958506191663e-10 5.3700062841611046e-11 6.064298861658223e-18 1.4706740966578762
17.0 7.308169207436131 11.0 0.21697196351276168 9.248154235897551e-20 0.21889759835819267 38.06009832512182 32.12194304393654 30.779226924809112 6.870818729156297e+42 2.5260066961028576e+43 1.0114156228883907e+43 1.3144025591693026e+43 210795.57823510742 -1043.4724931254718 49003.51665733925 0.5937504654743009 0.19531265311654167 0.531250416477004 779.0 0.6724041937119467 21540.77344320656 24556.171745973912 2.8803835293322395e+33 36249.75967942637 35677.645506529974 78415.19486063048 9.654494352371728e-21 2.6598877280937514e-20 0.4208091308973298 0.14367029647994414 0.18044152926372647 1.394772132705845e-05 3.8427049039187035e-05 4.372680465006795e-11 2.9682466695567643e-11 1.4261882857475315e-19 1.1927522043475371
2.0 5.397642409219286 7.0 0.18167181695764809 1.1635867248068693e-19 0.19515026702083935 37.225025284358 30.6301656817687 31.87753144869237 9.564199975347868e+42 1.6456655869685496e+43 9.991114926681755e+42 9.429855041779734e+42 88883.65023682546 -8211.916165308396 8986.71304741086 0.226562677615199 0.39843781235775566 0.19531265311654877 767.0 1.188292144946174 24911.83299768706 24201.997674207432 3.433513798188871e+33 43812.59585772691 34193.603754212156 79555.3619022328 1.398246318621557e-20 2.624414876206816e-20 0.24618244478073453 0.13682784425306413 0.14013251532415696 1.2649799302549722e-05 2.3742827732505836e-05 1.0368980983252299e-10 4.4247893516957537e-11 1.924419120137505e-19 1.761303765074313
7.0 4.926942629279181 15.0 0.20882906900520484 6.992975003532498e-20 0.2517314867654159 34.149614894902406 35.12496516183741 32.24946009937862 2.5828485055500432e+42 1.1928476702136125e+43 2.929645268234342e+42 9.500271084826255e+42 124436.79781840206 -63315.603100026914 1150.4789361796184 0.35156277560978566 0.367187787859109 0.43750034298106755 522.0 0.4621288963742721 14119.506816549183 25426.11503318173 1.0118955496574355e+34 16064.82434065013 33137.5643742396 41796.345008635566 1.7992532424288093e-20 2.739360766670229e-20 0.4130372506988922 0.17536118767337555 0.24098054566588142 2.7631360925476423e-05 4.2068711765542255e-05 1.8436402708426425e-11 1.5715887422070794e-11 7.603575199770316e-20 1.2585651322873597
14.0 4.686919569045057 2.0 0.17644582903148112 1.1028352486512917e-19 0.2004532996313656 35.857615126978295 31.804530811917303 28.087115907193624 2.312969906996639e+42 1.2775694949081764e+43 1.1949116940476397e+42 8.173264710364273e+42 209375.1698667057 -14886.509053258122 41697.827035149516 0.6328129960976057 0.12500009799459377 0.3046877388618121 509.0 0.27457462118695963 9245.383203143774 24179.916302024998 2.1046929306500983e+33 23850.777164820836 34852.76004107657 64861.456437091496 1.267149346064385e-20 2.4895415371670102e-20 0.4338116465260223 0.11947293901438813 0.15551761611939924 1.1260790371031883e-05 2.2123836828772457e-05 2.7370699816592447e-11 2.6654540545611243e-11 1.646698035133259e-19 0.9143257065830394
21.0 3.4098979253669977 17.0 0.17722244920255564 7.918492390239836e-20 0.23656324936748632 35.94777772994441 31.31327497475885 33.7002830527386 7.03837931728821e+42 6.732633157749326e+42 2.334282647933988e+42 6.362583718428325e+42 117947.78080471957 12334.215575426 -20503.06391922247 0.273437714363169 0.1640626286179021 0.39843781235775566 365.0 1.3921242618772676 15149.796274153709 25011.908243024885 3.643930738657355e+33 17959.618374158017 32830.99171205168 88895.55601420777 2.070893315608994e-20 2.6759513143232188e-20 0.18866938616114692 0.11986124909992539 0.12013862796752635 1.3686053211408342e-05 1.7684741074262325e-05 8.219900773028486e-11 8.182534252356184e-11 9.584928582335444e-20 2.3371607088883346
